country			state			city			zip code			name			address			phone			store hour			service
US			PA			PHILADELPHIA			19154			PHILADELPHIA PA OUTLET			1357 FRANKLIN MILLS CIRCLE			2152817523			Sunday 10:00 am - 7:00 pm;Monday 9:00 am - 9:00 pm;Tuesday 9:00 am - 9:00 pm;Wednesday 9:00 am - 9:00 pm;Thursday 9:00 am - 9:00 pm;Friday 9:00 am - 9:00 pm;Saturday 9:00 am - 9:00 pm;			Home Appliances
US			PA			HUNTINGDON VALLEY			190061740			MARKET PL AT HUNTINGDON VLY			2170 COUNTY LINE RD			2153574034			Sunday 9:00 am - 6:00 pm;Monday 8:00 am - 9:00 pm;Tuesday 8:00 am - 9:00 pm;Wednesday 8:00 am - 9:00 pm;Thursday 8:00 am - 9:00 pm;Friday 8:00 am - 9:00 pm;Saturday 8:00 am - 9:00 pm;			STORE PICK UP,Drop-off Location,Home Appliances,HAS WEBSITE
US			CT			MERIDEN			064512103			MERIDEN SQUARE			470 LEWIS AVE			2036396600			Sunday 10:30 am - 7:00 pm;Monday 9:30 am - 9:30 pm;Tuesday 9:30 am - 9:30 pm;Wednesday 9:30 am - 9:30 pm;Thursday 9:30 am - 9:30 pm;Friday 9:00 am - 9:30 pm;Saturday 9:00 am - 9:30 pm;			GIFT REGISTRY,STORE PICK UP,Drop-off Location,HEARING AIDS FITTING,OPTICAL,TAX SERVICES & PREPARATION,LE Shops,RESERVE AND PAY,SHIP FROM STORE,Free Wifi: Wireless Hotspot,Cross Format STS
US			CT			MERIDEN			064512103			SEARS AUTO CENTER			470 LEWIS AVE			2036396695			Mon 8am 7pm;Tue 8am 7pm;Wed 8am 7pm;Thu 8am 7pm;Fri 8am 7pm;Sat 8am 6pm;Sun 10am 5pm;			STORE PICK UP
US			PA			HORSHAM			19044			NCO CUSTOMER MGMT			507 PRUDENTIAL RD			8004694663			Sunday 8:00 am - 9:00 pm;Monday 8:00 am - 10:00 pm;Tuesday 8:00 am - 10:00 pm;Wednesday 8:00 am - 10:00 pm;Thursday 8:00 am - 10:00 pm;Friday 8:00 am - 10:00 pm;Saturday 8:00 am - 10:00 pm;			
US			PA			HORSHAM			19044			NCO CUSTOMER MGMT INC			507 PRUDENTIAL ROAD			4803180764			Sunday 8:00 am - 9:00 pm;Monday 8:00 am - 10:00 pm;Tuesday 8:00 am - 10:00 pm;Wednesday 8:00 am - 10:00 pm;Thursday 8:00 am - 10:00 pm;Friday 8:00 am - 10:00 pm;Saturday 8:00 am - 10:00 pm;			
US			PA			HORSHAM			19044			NCO PANAMA / NCO SPANISH			507 PRUDENTIAL ROAD			4802963662			Sunday 8:00 am - 9:00 pm;Monday CLOSED;Tuesday CLOSED;Wednesday CLOSED;Thursday CLOSED;Friday CLOSED;Saturday 8:00 am - 10:00 pm;			
US			PA			WILLOW GROVE			19090			SEARS AUTO CENTER			2550 MORELAND RD/WILLOW GR ML			2157841295			Mon 8am 7pm;Tue 8am 7pm;Wed 8am 7pm;Thu 8am 7pm;Fri 8am 7pm;Sat 8am 7pm;Sun 10am 5pm;			STORE PICK UP,Western Union Check Cashing
US			PA			WILLOW GROVE			190904096			WILLOW GROVE PARK MALL			2500 W MORELAND RD			2157841200			Sunday 10:30 am - 6:00 pm;Monday 9:30 am - 9:00 pm;Tuesday 9:30 am - 9:00 pm;Wednesday 9:30 am - 9:00 pm;Thursday 9:30 am - 9:00 pm;Friday 9:30 am - 9:00 pm;Saturday 9:00 am - 9:00 pm;			GIFT REGISTRY,STORE PICK UP,Drop-off Location,OPTICAL,TAX SERVICES & PREPARATION,LE Home Shop,LE Shops,HAS WEBSITE,RESERVE AND PAY,SHIP FROM STORE,Cross Format STS
US			NY			LIBERTY			12754			LIBERTY - AUTH HOMETOWN			25 SULLIVAN AVE SUITE 1			8452927580			Sunday 11:00 am - 4:00 pm;Monday 9:00 am - 7:00 pm;Tuesday 9:00 am - 7:00 pm;Wednesday 9:00 am - 7:00 pm;Thursday 9:00 am - 7:00 pm;Friday 9:00 am - 7:00 pm;Saturday 9:00 am - 6:00 pm;			STORE PICK UP,Drop-off Location,HAS WEBSITE,RESERVE AND PAY
US			NY			KINGSTON			12401			SEARS AUTO CENTER			1300 ULSTER AVE STE 360			8453827295			Mon 8am 7pm;Tue 8am 7pm;Wed 8am 7pm;Thu 8am 7pm;Fri 8am 7pm;Sat 8am 7pm;Sun 10am 5pm;			STORE PICK UP,RESERVE AND PAY,SHIP FROM STORE,Western Union Check Cashing
US			NY			KINGSTON			12401			HUDSON VALLEY MALL			1300 ULSTER AVE			8453827255			Sunday 10:00 am - 6:30 pm;Monday 9:30 am - 9:00 pm;Tuesday 9:30 am - 9:00 pm;Wednesday 9:30 am - 9:00 pm;Thursday 9:30 am - 9:00 pm;Friday 9:00 am - 9:30 pm;Saturday 9:00 am - 9:30 pm;			GIFT REGISTRY,STORE PICK UP,Drop-off Location,OPTICAL,TAX SERVICES & PREPARATION,LE Shops,Free Wifi: Wireless Hotspot,Cross Format STS
US			PA			QUAKERTOWN			18951			TRAINERS CORNER			70 N WESTEND BLVD			2155383590			Sunday 9:00 am - 6:00 pm;Monday 8:00 am - 9:00 pm;Tuesday 8:00 am - 9:00 pm;Wednesday 8:00 am - 9:00 pm;Thursday 8:00 am - 9:00 pm;Friday 8:00 am - 9:00 pm;Saturday 8:00 am - 9:00 pm;			STORE PICK UP,Drop-off Location,HAS WEBSITE
US			PA			QUAKERTOWN			189512307			COUNTRY SQUARE S/C			240-4 S WEST END BLVD			2155388009			Sunday 11:00 am - 4:00 pm;Monday 9:30 am - 7:00 pm;Tuesday 9:30 am - 7:00 pm;Wednesday 9:30 am - 7:00 pm;Thursday 9:30 am - 7:00 pm;Friday 9:30 am - 7:00 pm;Saturday 9:00 am - 7:00 pm;			STORE PICK UP,Drop-off Location,HAS WEBSITE,RESERVE AND PAY
US			PA			ALLENTOWN			18109			ALLENTOWN-BRANCH			1820 E RACE ST			6102663410			Sunday 11:00 am - 3:00 pm;Monday 9:00 am - 6:00 pm;Tuesday 9:00 am - 6:00 pm;Wednesday 9:00 am - 6:00 pm;Thursday 9:00 am - 6:00 pm;Friday 9:00 am - 6:00 pm;Saturday 9:00 am - 5:00 pm;			STORE PICK UP,Drop-off Location
US			PA			PHILADELPHIA			191524300			NE PHILADELPHIA			7300 BUSTLETON AVE			2156978888			Sunday 10:00 am - 7:00 pm;Monday 9:30 am - 9:30 pm;Tuesday 9:30 am - 9:30 pm;Wednesday 9:30 am - 9:30 pm;Thursday 9:30 am - 9:30 pm;Friday 9:30 am - 9:30 pm;Saturday 9:00 am - 9:30 pm;			GIFT REGISTRY,STORE PICK UP,Drop-off Location,OPTICAL,TAX SERVICES & PREPARATION,LE Home Shop,RESERVE AND PAY,SHIP FROM STORE,Cross Format STS
US			PA			PHILADELPHIA			19149			SEARS AUTO CENTER			2100 COTTMAN AVE			2157257212			Mon 8am 7pm;Tue 8am 7pm;Wed 8am 7pm;Thu 8am 7pm;Fri 8am 7pm;Sat 8am 6pm;Sun 10am 5pm;			STORE PICK UP
US			PA			NORTH WALES			194543912			MONTGOMERY MALL			600 MONTGOMERY MALL			2153624200			Sunday 11:00 am - 6:00 pm;Monday 9:30 am - 9:00 pm;Tuesday 9:30 am - 9:00 pm;Wednesday 9:30 am - 9:00 pm;Thursday 9:30 am - 9:00 pm;Friday 9:30 am - 9:00 pm;Saturday 9:00 am - 9:00 pm;			GIFT REGISTRY,STORE PICK UP,Drop-off Location,OPTICAL,TAX SERVICES & PREPARATION,LE Shops,HAS WEBSITE,RESERVE AND PAY,SHIP FROM STORE,Cross Format STS
US			PA			NORTH WALES			19454			SEARS AUTO CENTER			600 MONTGOMERY MALL			2153624295			Mon 8am 7pm;Tue 8am 7pm;Wed 8am 7pm;Thu 8am 7pm;Fri 8am 7pm;Sat 8am 7pm;Sun 10am 5pm;			STORE PICK UP
US			NJ			MANAHAWKIN			08050			SEARS AUTO CENTER C/O KMART			733 STATE RTE 72E			6099785907			Mon 8am 6pm;Tue 8am 6pm;Wed 8am 6pm;Thu 8am 6pm;Fri 8am 6pm;Sat 8am 5pm;Sun 10am 4pm;			STORE PICK UP
US			NJ			MOORESTOWN			08057			MOORESTOWN MALL S/C			RT 38 AND LENOLA RD			8567785200			Sunday 11:00 am - 6:00 pm;Monday 10:00 am - 9:00 pm;Tuesday 10:00 am - 9:00 pm;Wednesday 10:00 am - 9:00 pm;Thursday 10:00 am - 9:00 pm;Friday 10:00 am - 9:00 pm;Saturday 9:00 am - 9:00 pm;			GIFT REGISTRY,ONE HOUR PHOTO STUDIO,STORE PICK UP,HEARING AIDS FITTING,RESERVE AND PAY,SHIP FROM STORE,Cross Format STS
US			NJ			MOORESTOWN			08057			SEARS AUTO CENTER			RT 38 & LENOLA RD			8567785228			Mon 8am 7pm;Tue 8am 7pm;Wed 8am 7pm;Thu 8am 7pm;Fri 8am 7pm;Sat 8am 7pm;Sun 10am 5pm;			STORE PICK UP,Western Union Check Cashing
US			PA			PHILADELPHIA			191242335			SEARS AUTO CENTER			780 FOULKROD ST			2157431600			Mon 7:30am 6pm;Tue 7:30am 6pm;Wed 7:30am 6pm;Thu 7:30am 6pm;Fri 7:30am 6pm;Sat 7:30am 5pm;			STORE PICK UP
US			NJ			PENNSAUKEN			08110			PENNSAUKEN - BRANCH			8000 NATIONAL HWY			8563172511			Sunday 8:00 am - 9:00 pm;Monday 8:00 am - 10:00 pm;Tuesday 8:00 am - 10:00 pm;Wednesday 8:00 am - 10:00 pm;Thursday 8:00 am - 10:00 pm;Friday 8:00 am - 10:00 pm;Saturday 8:00 am - 10:00 pm;			
US			PA			WHITEHALL			180525124			WHITEHALL MALL			1259 WHITEHALL MALL			6107762200			Sunday 10:00 am - 7:00 pm;Monday 9:30 am - 9:00 pm;Tuesday 9:30 am - 9:00 pm;Wednesday 9:30 am - 9:00 pm;Thursday 9:30 am - 9:00 pm;Friday 9:30 am - 9:00 pm;Saturday 9:00 am - 9:00 pm;			GIFT REGISTRY,STORE PICK UP,Drop-off Location,HEARING AIDS FITTING,OPTICAL,TAX SERVICES & PREPARATION,LE Shops,RESERVE AND PAY,SHIP FROM STORE,Cross Format STS
US			PA			WHITEHALL			18052			SEARS AUTO CENTER			1519 WHITEHALL MALL			6107762228			Mon 8am 7pm;Tue 8am 7pm;Wed 8am 7pm;Thu 8am 7pm;Fri 8am 7pm;Sat 8am 7pm;Sun 10am 5pm;			STORE PICK UP,Western Union Check Cashing
US			CT			MIDDLETOWN			064572512			MIDDLETOWN - AUTH AUTO CTR			545 WASHINGTON STREET			8603476355			Mon 8am 6pm;Tue 8am 6pm;Wed 8am 6pm;Thu 8am 6pm;Fri 8am 6pm;Sat 8am 5pm;			STORE PICK UP
US			NJ			MARLTON			08053			SEARS HOME APPLIANCE SHOWROOM			237 ROUTE 73 SOUTH			8569831492			Sunday 11:00 am - 7:00 pm;Monday 10:00 am - 9:00 pm;Tuesday 10:00 am - 9:00 pm;Wednesday 10:00 am - 9:00 pm;Thursday 10:00 am - 9:00 pm;Friday 10:00 am - 9:00 pm;Saturday 10:00 am - 9:00 pm;			STORE PICK UP,HAS WEBSITE
US			NJ			CHERRY HILL			08002			CHERRY HILL - OUTLET			2232 ROUTE 70 WEST SUITE C			8564860426			Sunday 10:00 am - 7:00 pm;Monday 9:00 am - 9:00 pm;Tuesday 9:00 am - 9:00 pm;Wednesday 9:00 am - 9:00 pm;Thursday 9:00 am - 9:00 pm;Friday 9:00 am - 9:00 pm;Saturday 9:00 am - 9:00 pm;			STORE PICK UP,HAS WEBSITE,RESERVE AND PAY
US			PA			NORRISTOWN			194011822			NORRISTOWN - HDWR			2811 DEKALB PIKE			6102920268			Sunday 9:00 am - 6:00 pm;Monday 8:00 am - 9:00 pm;Tuesday 8:00 am - 9:00 pm;Wednesday 8:00 am - 9:00 pm;Thursday 8:00 am - 9:00 pm;Friday 8:00 am - 9:00 pm;Saturday 8:00 am - 9:00 pm;			STORE PICK UP,Drop-off Location,Home Appliances,HAS WEBSITE,SHIP FROM STORE,Western Union Check Cashing
US			PA			NORRISTOWN			19401			NORRISTOWN - OUTLET			2700 DEKALB PIKE			6102398292			Sunday 10:00 am - 7:00 pm;Monday 9:00 am - 9:00 pm;Tuesday 9:00 am - 9:00 pm;Wednesday 9:00 am - 9:00 pm;Thursday 9:00 am - 9:00 pm;Friday 9:00 am - 9:00 pm;Saturday 9:00 am - 9:00 pm;			Home Appliances
US			CT			NEWINGTON			061111709			NEWINGTON-SVC BRANCH			65 HOLMES RD			8607273727			Sunday 11:00 am - 3:00 pm;Monday 9:00 am - 6:00 pm;Tuesday 9:00 am - 6:00 pm;Wednesday 9:00 am - 6:00 pm;Thursday 9:00 am - 6:00 pm;Friday 9:00 am - 6:00 pm;Saturday 9:00 am - 5:00 pm;			STORE PICK UP,Drop-off Location
US			CT			NEWINGTON			061111709			NEWINGTON - OTLT			65 HOLMES RD			8606658101			Sunday 10:00 am - 7:00 pm;Monday 9:00 am - 9:00 pm;Tuesday 9:00 am - 9:00 pm;Wednesday 9:00 am - 9:00 pm;Thursday 9:00 am - 9:00 pm;Friday 9:00 am - 9:00 pm;Saturday 9:00 am - 9:00 pm;			Home Appliances,SHIP FROM STORE,Western Union Check Cashing
US			CT			WEST HARTFORD			061101659			SEARS AUTO CENTER			1445 NEW BRITAIN AVE			8607273991			Mon 8am 7pm;Tue 8am 7pm;Wed 8am 7pm;Thu 8am 7pm;Fri 8am 7pm;Sat 8am 7pm;Sun 10am 5pm;			STORE PICK UP,Western Union Check Cashing
US			CT			WEST HARTFORD			061101659			CORBIN'S CORNER S/C			1445 NEW BRITAIN AVE			8607273910			Sunday 10:30 am - 6:30 pm;Monday 9:30 am - 9:00 pm;Tuesday 9:30 am - 9:00 pm;Wednesday 9:30 am - 9:00 pm;Thursday 9:30 am - 9:00 pm;Friday 9:30 am - 9:00 pm;Saturday 9:00 am - 9:00 pm;			GIFT REGISTRY,STORE PICK UP,HEARING AIDS FITTING,OPTICAL,TAX SERVICES & PREPARATION,LE Shops,RESERVE AND PAY,SHIP FROM STORE,Free Wifi: Wireless Hotspot,Cross Format STS
US			PA			WALNUTPORT			18088			SEARS AUTO CENTER C/O KMART			400 NORTH BEST AVENUE			6107601671			Mon 8am 6pm;Tue 8am 6pm;Wed 8am 6pm;Thu 8am 6pm;Fri 8am 6pm;Sat 8am 7pm;Sun 10am 5pm;			STORE PICK UP
US			NJ			WEST BERLIN			080912500			WEST BERLIN - HDWR			225 N ROUTE 73			8567685075			Sunday 9:00 am - 6:00 pm;Monday 8:00 am - 9:00 pm;Tuesday 8:00 am - 9:00 pm;Wednesday 8:00 am - 9:00 pm;Thursday 8:00 am - 9:00 pm;Friday 8:00 am - 9:00 pm;Saturday 8:00 am - 9:00 pm;			STORE PICK UP,Drop-off Location,Home Appliances,HAS WEBSITE,Western Union Check Cashing
US			NJ			VOORHEES			080431107			VOORHEES - OTLT			332 S BURNT MILL RD			8564296300			Sunday 10:00 am - 7:00 pm;Monday 9:00 am - 9:00 pm;Tuesday 9:00 am - 9:00 pm;Wednesday 9:00 am - 9:00 pm;Thursday 9:00 am - 9:00 pm;Friday 9:00 am - 9:00 pm;Saturday 9:00 am - 9:00 pm;			STORE PICK UP,Home Appliances,SHIP FROM STORE
US			CT			BARKHAMSTED			06063			BARKHAMSTED/WINSTED-ATH HTN			380 NEW HARTFORD RD RT 44			8607387000			Sunday 10:00 am - 4:00 pm;Monday 9:00 am - 7:00 pm;Tuesday 9:00 am - 7:00 pm;Wednesday 9:00 am - 7:00 pm;Thursday 9:00 am - 7:00 pm;Friday 9:00 am - 7:00 pm;Saturday 9:00 am - 6:00 pm;			STORE PICK UP,Drop-off Location,HAS WEBSITE,RESERVE AND PAY
US			PA			COLLEGEVILLE			194262658			MARKETPLACE AT COLLEGEVILLE SC			305 2ND AVE STE 201			6104895749			Sunday 9:00 am - 6:00 pm;Monday 8:00 am - 9:00 pm;Tuesday 8:00 am - 9:00 pm;Wednesday 8:00 am - 9:00 pm;Thursday 8:00 am - 9:00 pm;Friday 8:00 am - 9:00 pm;Saturday 8:00 am - 9:00 pm;			STORE PICK UP,Drop-off Location,HAS WEBSITE,RESERVE AND PAY
US			NJ			DEPTFORD			080965282			DEPTFORD MALL			1750 DEPTFORD CENTER ROAD			8563842000			Sunday 10:00 am - 6:30 pm;Monday 10:00 am - 9:30 pm;Tuesday 10:00 am - 9:30 pm;Wednesday 10:00 am - 9:30 pm;Thursday 10:00 am - 9:30 pm;Friday 10:00 am - 9:30 pm;Saturday 9:00 am - 9:30 pm;			GIFT REGISTRY,FAMILY PORTRAIT STUDIO,STORE PICK UP,Drop-off Location,HEARING AIDS FITTING,OPTICAL,TAX SERVICES & PREPARATION,LE Shops,HAS WEBSITE,RESERVE AND PAY,SHIP FROM STORE,Cross Format STS
US			NJ			DEPTFORD			08096			SEARS AUTO CENTER			1750 DEPTFORD CTR-DEPTFORD ML			8563842095			Mon 8am 7pm;Tue 8am 7pm;Wed 8am 7pm;Thu 8am 7pm;Fri 8am 7pm;Sat 8am 7pm;Sun 10am 5pm;			STORE PICK UP,Western Union Check Cashing
US			PA			KING OF PRUSSIA			194062937			PLAZA AT KING OF PRUSSIA			160 N GULPH RD STE 4000			6109626489			Sunday 10:30 am - 6:30 pm;Monday 9:30 am - 9:30 pm;Tuesday 9:30 am - 9:30 pm;Wednesday 9:30 am - 9:30 pm;Thursday 9:30 am - 9:30 pm;Friday 9:30 am - 9:30 pm;Saturday 9:00 am - 9:30 pm;			GIFT REGISTRY,STORE PICK UP,Drop-off Location,HEARING AIDS FITTING,OPTICAL,TAX SERVICES & PREPARATION,LE Home Shop,LE Shops,RESERVE AND PAY,SHIP FROM STORE,Cross Format STS
US			PA			KING OF PRUSSIA			19406			SEARS AUTO CENTER			160 N GULPH RD			6109626495			Mon 8am 8pm;Tue 8am 8pm;Wed 8am 8pm;Thu 8am 8pm;Fri 8am 8pm;Sat 8am 8pm;Sun 10am 5pm;			STORE PICK UP
US			NJ			HAMMONTON			080371892			AT BLUEBERRY CROSSING			240 SOUTH WHITE HORSE PIKE			6095612440			Sunday 11:00 am - 4:00 pm;Monday 9:00 am - 7:00 pm;Tuesday 9:00 am - 7:00 pm;Wednesday 9:00 am - 7:00 pm;Thursday 9:00 am - 7:00 pm;Friday 9:00 am - 7:00 pm;Saturday 9:00 am - 6:00 pm;			STORE PICK UP,Drop-off Location,HAS WEBSITE,RESERVE AND PAY
US			NJ			TURNERSVILLE			08012			SEARS HOME APPLIANCE SHOWROOM			5851 NJ RTE 42 SOUTH			8562272674			Sunday 11:00 am - 7:00 pm;Monday 10:00 am - 9:00 pm;Tuesday 10:00 am - 9:00 pm;Wednesday 10:00 am - 9:00 pm;Thursday 10:00 am - 9:00 pm;Friday 10:00 am - 9:00 pm;Saturday 10:00 am - 9:00 pm;			HAS WEBSITE
US			NJ			MANTUA			08051			SEARS AUTO CENTER C/O KMART			222 BRIDGETON PIKE			8564152010			Mon 8am 7pm;Tue 8am 7pm;Wed 8am 7pm;Thu 8am 7pm;Fri 8am 7pm;Sat 8am 7pm;			
US			PA			PHOENIXVILLE			194603344			PHOENIXVILLE - HDWR			700 NUTT RD STE 500			6104150723			Sunday 9:00 am - 6:00 pm;Monday 8:00 am - 9:00 pm;Tuesday 8:00 am - 9:00 pm;Wednesday 8:00 am - 9:00 pm;Thursday 8:00 am - 9:00 pm;Friday 8:00 am - 9:00 pm;Saturday 8:00 am - 9:00 pm;			STORE PICK UP,Drop-off Location,HAS WEBSITE,RESERVE AND PAY
US			CT			COLCHESTER			06415			COLCHESTER - AUTH HOMETOWN			199 OLD HARTFORD RD			8605318289			Sunday 11:00 am - 4:00 pm;Monday 9:30 am - 7:00 pm;Tuesday 9:30 am - 7:00 pm;Wednesday 9:30 am - 7:00 pm;Thursday 9:30 am - 7:00 pm;Friday 9:30 am - 7:00 pm;Saturday 9:00 am - 6:00 pm;			STORE PICK UP,HAS WEBSITE,RESERVE AND PAY
US			PA			SPRINGFIELD			19064			SEARS HOME APPLIANCE SHOWROOM			1180-1182 BALTIMORE PIKE			6103284309			Sunday 11:00 am - 7:00 pm;Monday 10:00 am - 9:00 pm;Tuesday 10:00 am - 9:00 pm;Wednesday 10:00 am - 9:00 pm;Thursday 10:00 am - 9:00 pm;Friday 10:00 am - 9:00 pm;Saturday 10:00 am - 9:00 pm;			HAS WEBSITE,RESERVE AND PAY
US			NJ			GLASSBORO			08028			JAMESWAY PLZ			616 N DELSEA DR (RT 47)			8568817630			Sunday 9:00 am - 6:00 pm;Monday 8:00 am - 9:00 pm;Tuesday 8:00 am - 9:00 pm;Wednesday 8:00 am - 9:00 pm;Thursday 8:00 am - 9:00 pm;Friday 8:00 am - 9:00 pm;Saturday 8:00 am - 9:00 pm;			STORE PICK UP,Drop-off Location,Home Appliances,HAS WEBSITE
US			CT			MANCHESTER			060408700			BUCKLAND HILLS MALL			190 BUCKLAND HILLS DR			8606485200			Sunday 10:30 am - 6:30 pm;Monday 9:30 am - 9:30 pm;Tuesday 9:30 am - 9:30 pm;Wednesday 9:30 am - 9:30 pm;Thursday 9:30 am - 9:30 pm;Friday 9:30 am - 9:30 pm;Saturday 9:00 am - 9:00 pm;			GIFT REGISTRY,STORE PICK UP,Drop-off Location,OPTICAL,TAX SERVICES & PREPARATION,LE Shops,RESERVE AND PAY,Free Wifi: Wireless Hotspot,Cross Format STS
US			CT			MANCHESTER			060408700			SEARS AUTO CENTER			190 BUCKLAND HILLS DR			8606485228			Mon 8am 7pm;Tue 8am 7pm;Wed 8am 7pm;Thu 8am 7pm;Fri 8am 7pm;Sat 8am 7pm;Sun 10am 5pm;			STORE PICK UP,Western Union Check Cashing
US			PA			POTTSTOWN			19464			SEARS HOME APPLIANCE SHOWROOM			223 SHOEMAKER ROAD SUITE 315			6109702529			Sunday 11:00 am - 7:00 pm;Monday 10:00 am - 9:00 pm;Tuesday 10:00 am - 9:00 pm;Wednesday 10:00 am - 9:00 pm;Thursday 10:00 am - 9:00 pm;Friday 10:00 am - 9:00 pm;Saturday 10:00 am - 9:00 pm;			STORE PICK UP,HAS WEBSITE,RESERVE AND PAY
US			NY			HUDSON			12534			FAIRVIEW PLAZA			160 FAIRVIEW AVE STE 134			5188287777			Sunday 10:00 am - 4:00 pm;Monday 9:00 am - 7:00 pm;Tuesday 9:00 am - 7:00 pm;Wednesday 9:00 am - 7:00 pm;Thursday 9:00 am - 7:00 pm;Friday 9:00 am - 7:00 pm;Saturday 9:00 am - 6:00 pm;			STORE PICK UP,Drop-off Location,HAS WEBSITE,RESERVE AND PAY,Western Union Check Cashing
US			TX			SAN ANTONIO			78216			SEARS AUTO CENTER			201 CENTRAL PARK			2103774328			Mon 8am 7pm;Tue 8am 7pm;Wed 8am 7pm;Thu 8am 7pm;Fri 8am 7pm;Sat 8am 7pm;Sun 10am 5pm;			STORE PICK UP,Western Union Check Cashing
US			TX			SAN ANTONIO			782241407			SOUTH PARK MALL			2310 SW MILITARY DR			2109325000			Sunday 11:00 am - 7:00 pm;Monday 10:00 am - 9:00 pm;Tuesday 10:00 am - 9:00 pm;Wednesday 10:00 am - 9:00 pm;Thursday 10:00 am - 9:00 pm;Friday 10:00 am - 9:00 pm;Saturday 10:00 am - 9:00 pm;			GIFT REGISTRY,STORE PICK UP,Drop-off Location,HEARING AIDS FITTING,OPTICAL,TAX SERVICES & PREPARATION,RESERVE AND PAY,Free Wifi: Wireless Hotspot,Cross Format STS
US			TX			SAN ANTONIO			78224			SEARS AUTO CENTER			7635 IH 35 S			2109325095			Mon 8am 7pm;Tue 8am 7pm;Wed 8am 7pm;Thu 8am 7pm;Fri 8am 7pm;Sat 8am 7pm;Sun 10am 5pm;			STORE PICK UP,Western Union Check Cashing
US			TX			SAN ANTONIO			78209			SAN ANTONIO - OUTLET			820 RECTOR DR EAST STE 120			2103482900			Sunday 10:00 am - 7:00 pm;Monday 9:00 am - 9:00 pm;Tuesday 9:00 am - 9:00 pm;Wednesday 9:00 am - 9:00 pm;Thursday 9:00 am - 9:00 pm;Friday 9:00 am - 9:00 pm;Saturday 9:00 am - 9:00 pm;			Home Appliances
US			TX			SAN ANTONIO			78216			SAN ANTONIO-BRANCH			7411 SAN PEDRO			2103774381			Sunday 12:00 pm - 4:00 pm;Monday 9:00 am - 6:00 pm;Tuesday 9:00 am - 6:00 pm;Wednesday 9:00 am - 6:00 pm;Thursday 9:00 am - 6:00 pm;Friday 9:00 am - 6:00 pm;Saturday 9:00 am - 5:00 pm;			STORE PICK UP,Drop-off Location
US			TX			SAN ANTONIO			78245			SAN ANTONIO - TELESERVICE			1560 CABLE RANCH RD BLDG A			2103625400			Sunday 8:00 am - 9:00 pm;Monday 8:00 am - 10:00 pm;Tuesday 8:00 am - 10:00 pm;Wednesday 8:00 am - 10:00 pm;Thursday 8:00 am - 10:00 pm;Friday 8:00 am - 10:00 pm;Saturday 8:00 am - 10:00 pm;			
US			TX			SAN ANTONIO			78245			SAN ANTONIO TELESERVICE			1560 CABLE RANCH RD BLDG A			2103625444			Sunday 8:00 am - 9:00 pm;Monday 8:00 am - 10:00 pm;Tuesday 8:00 am - 10:00 pm;Wednesday 8:00 am - 10:00 pm;Thursday 8:00 am - 10:00 pm;Friday 8:00 am - 10:00 pm;Saturday 8:00 am - 10:00 pm;			
US			TX			SAN ANTONIO			78216			PARK NORTH S/C			622 NW LOOP 410			2103774300			Sunday 11:00 am - 6:00 pm;Monday 10:00 am - 9:00 pm;Tuesday 10:00 am - 9:00 pm;Wednesday 10:00 am - 9:00 pm;Thursday 10:00 am - 9:00 pm;Friday 10:00 am - 9:00 pm;Saturday 10:00 am - 9:00 pm;			GIFT REGISTRY,STORE PICK UP,WATCH REPAIR SHOP,HEARING AIDS FITTING,OPTICAL,TAX SERVICES & PREPARATION,Hair Salon,HAS WEBSITE,RESERVE AND PAY,Free Wifi: Wireless Hotspot,Cross Format STS
US			TX			SAN ANTONIO			78238			SAN ANTONIO - OUTLET			6157 NW LOOP 410			2106841330			Sunday 10:00 am - 7:00 pm;Monday 9:00 am - 9:00 pm;Tuesday 9:00 am - 9:00 pm;Wednesday 9:00 am - 9:00 pm;Thursday 9:00 am - 9:00 pm;Friday 9:00 am - 9:00 pm;Saturday 9:00 am - 9:00 pm;			STORE PICK UP,HAS WEBSITE,RESERVE AND PAY
US			TX			SAN ANTONIO			78238			SEARS AUTO CENTER			6301 NW LOOP 410			2105234028			Mon 8am 7pm;Tue 8am 7pm;Wed 8am 7pm;Thu 8am 7pm;Fri 8am 7pm;Sat 8am 7pm;Sun 10am 5pm;			STORE PICK UP
US			TX			SAN ANTONIO			782383824			INGRAM PARK			6301 NW LOOP 410			2105234000			Sunday 11:00 am - 7:00 pm;Monday 10:00 am - 9:00 pm;Tuesday 10:00 am - 9:00 pm;Wednesday 10:00 am - 9:00 pm;Thursday 10:00 am - 9:00 pm;Friday 10:00 am - 9:00 pm;Saturday 10:00 am - 9:00 pm;			GIFT REGISTRY,STORE PICK UP,WATCH REPAIR SHOP,HEARING AIDS FITTING,OPTICAL,TAX SERVICES & PREPARATION,Hair Salon,LE Home Shop,RESERVE AND PAY,Free Wifi: Wireless Hotspot,Cross Format STS
US			TX			SAN ANTONIO			78245			SAN ANTONIO - BRANCH			7353 NW LOOP 410			2105233469			Sunday 12:00 pm - 4:00 pm;Monday 9:00 am - 6:00 pm;Tuesday 9:00 am - 6:00 pm;Wednesday 9:00 am - 6:00 pm;Thursday 9:00 am - 6:00 pm;Friday 9:00 am - 6:00 pm;Saturday 9:00 am - 5:00 pm;			STORE PICK UP,Drop-off Location
